Geneid,M9-5243T-5,M9-5243T-4,M9-5243T-1,TB-5243T-6,TB-5243T-5,TB-5243T-4
ebgC,8,21,11,16,14,25
ygjI,12,6,7,16,5,14
ygjJ,4,4,7,9,6,4
ygjK,120,136,134,64,44,49
fadH,45,45,39,23,19,27
higA,32,20,24,46,38,47
higB,31,35,68,62,61,71
rlmG,238,168,316,1050,991,1231
ygjP,194,180,218,239,199,270
ygjQ,49,45,35,83,41,68
ygjR,372,301,425,226,195,221
alx,155,147,282,540,523,610
sstT,17711,15135,19923,1148,803,1094
ygjV,296,269,319,124,99,136
uxaA,275,322,391,559,401,461
uxaC,375,513,692,932,700,792
exuT,204,253,314,148,112,125
exuR,5435,5921,5673,1889,1554,1975
yqjA,1753,2163,2623,2072,1786,2238
mzrA,1115,1252,2103,1537,1330,1767
yqjC,1850,1415,2369,4239,3161,3913
yqjD,1113,825,1236,2390,1823,1883
yqjE,721,575,885,1677,1376,1457
yqjK,408,367,510,985,798,873
yqjF,41,32,63,194,157,177
yqjG,414,386,338,555,370,547
yhaH,158,136,199,370,248,340
yhaI,17,21,9,17,18,26
yhaJ,474,422,621,335,315,357
yhaK,156,167,177,63,65,75
yhaL,246,252,228,117,130,125
cyuA,129,123,155,148,118,138
cyuP,171,183,201,98,113,126
tdcG,151,161,145,808,730,644
tdcF,43,60,43,1118,805,1257
tdcE,163,145,159,2710,2554,2522
tdcD,4,9,8,409,382,396
tdcC,74,86,65,1363,1458,1376
tdcB,3,10,9,1017,1107,1041
tdcA,22,10,10,556,489,548
tdcR,1,2,0,1,3,4
yhaB,17,25,35,14,19,22
yhaC,12,17,14,4,5,6
rnpB,70488,67159,83056,48218,46010,52064
garK,109,109,126,76,88,75
garR,41,41,45,46,67,54
garL,51,35,59,140,139,128
garP,22,16,20,87,76,57
garD,132,138,111,296,264,241
prlF,230,217,216,128,115,169
yhaV,337,301,290,155,112,132
agaR,1431,1331,1300,604,535,575
kbaZ,30,35,27,18,17,19
agaV,17,15,15,10,29,13
agaS,84,74,91,47,53,42
kbaY,17,18,23,18,8,19
agaB,15,11,9,5,11,5
agaC,22,4,12,1,7,11
agaD,50,37,48,15,17,39
agaI,15,15,11,13,10,11
yraH,34,28,27,10,12,18
yraI,11,12,12,5,7,8
yraJ,265,236,273,121,136,147
yraK,128,122,138,79,67,77
rsmI,509,405,556,408,342,393
lpoA,3926,3544,4177,3679,3118,3724
yraN,485,442,477,337,288,394
diaA,1581,1276,1688,1758,1648,2019
yraP,552,462,580,635,554,681
yraQ,468,478,642,373,325,391
yraR,291,306,341,240,211,245
yhbO,300,253,318,296,226,317
yhbP,51,55,67,120,86,99
yhbQ,115,111,136,244,218,259
yhbS,322,284,269,590,494,474
yhbT,1207,1084,1049,2093,1847,1840
yhbU,62,32,39,763,698,769
yhbV,31,35,33,274,261,263
yhbW,92,90,224,152,167,158
mtr,617,948,5372,349,468,407
deaD,16343,20254,37018,35706,34679,42504
yrbN,373,440,831,806,772,962
nlpI,35878,38762,49320,37839,35424,44858
pnp,29220,25041,37105,54143,50271,61299
sraG,472,338,576,716,681,869
rpsO,8041,7691,8594,11766,10972,13849
truB,3533,3493,4974,4946,4730,5470
rbfA,2308,2460,2749,3128,2993,3570
infB,24594,23240,35333,50974,51251,69891
nusA,9192,8146,13021,46296,43084,55439
rimP,979,930,1352,6542,5994,7058
metY,142,170,194,92,65,79
argG,2778,3403,4898,1358,1052,1229
yhbX,160,131,185,202,169,254
leuU,55,39,56,115,101,114
secG,1634,1316,1753,4964,4182,4759
glmM,5632,4645,5532,4446,4315,5772
folP,653,624,770,1271,1348,1651
ftsH,16038,15933,25406,25453,25028,28615
rlmE,1849,1868,2652,2595,2383,2712
yhbY,5134,4858,6540,6467,5657,7548
greA,2361,1729,2502,5454,4865,6292
dacB,498,403,862,1276,1113,1395
obgE,3712,4315,6090,10892,10592,13061
yhbE,1612,1587,2713,6735,5999,7332
rpmA,3469,3128,4479,11436,10222,11124
rplU,6073,5145,7778,18065,16003,18197
ispB,3152,2403,3748,3285,2805,3274
sfsB,309,252,309,452,380,467
murA,3092,2623,3433,3026,2680,3284
ibaG,373,318,375,419,342,451
mlaB,427,366,463,665,624,814
mlaC,992,873,1084,1903,1845,2369
mlaD,1503,1276,1777,3741,3703,4894
mlaE,1352,1231,1775,4352,3948,4960
mlaF,1139,1011,1375,2769,2694,3278
yrbG,486,481,603,587,492,551
kdsD,777,717,908,888,680,888
kdsC,909,871,1064,1203,975,1145
lptC,2208,1830,2521,2710,2465,3242
lptA,1548,1290,1628,1905,1708,2181
lptB,1515,1365,1674,2071,1921,2320
rpoN,10875,9318,11447,5656,5055,6328
hpf,2057,1716,1863,719,616,761
ptsN,4479,4228,4771,1983,1780,2162
rapZ,2381,2350,2442,1122,960,1170
npr,230,232,287,88,95,96
yrbL,7653,7454,7777,8690,7675,8834
mtgA,1109,954,881,1039,916,1146
elbB,673,608,602,407,305,364
arcZ,216,184,222,94,106,102
arcB,2747,2578,3165,2302,1874,2227
yhcC,26,19,31,114,127,128
gltB,57151,57057,58020,3820,3886,4432
gltD,9928,11220,9672,426,362,397
gltF,188,142,122,29,36,48
yhcA,16,14,22,7,10,7
yhcD,204,172,207,165,123,177
insH-10,528,506,648,546,501,599
yhcF,91,90,112,76,65,69
yhcG,272,228,252,62,85,79
yhcH,44,68,60,56,44,36
nanK,144,147,155,156,119,154
nanE,40,36,32,34,61,47
nanT,48,36,49,55,55,50
nanA,114,82,98,63,71,67
nanR,1176,1033,1337,658,544,732
dcuD,57,51,90,62,61,61
sspB,3441,3135,4622,5880,5397,6578
sspA,6382,5557,7938,10971,9690,12082
rpsI,7310,8024,7148,15107,14319,16447
rplM,31053,29529,27966,56395,53526,67224
zapE,505,502,631,267,258,294
yhcB,2489,2418,2939,1242,1175,1255
degQ,751,567,784,535,444,491
degS,426,425,802,441,332,449
mdh,1707,1626,1427,1544,1364,1310
argR,1168,1167,1613,1466,1266,1513
yhcN,74,73,66,545,470,524
yhcO,126,138,165,51,46,81
aaeB,160,157,168,118,86,129
aaeA,294,266,343,181,215,210
aaeX,135,160,157,130,119,113
aaeR,962,913,1092,862,614,791
tldD,4414,3769,5599,3084,2494,2787
yhdP,1483,1549,1991,1153,1031,1140
rng,1507,1466,1918,916,910,1041
yhdE,306,269,375,246,244,322
mreD,742,631,969,887,831,1213
mreC,2448,2086,3240,4691,4199,5380
mreB,7540,6127,9017,12466,11231,13496
csrD,968,962,1159,1386,1215,1326
yhdH,277,228,286,330,304,339
accB,2819,2481,4342,7472,7160,8900
accC,7408,6204,10777,17401,16555,21037
yhdT,64,57,96,216,186,237
panF,544,460,784,1138,1143,1487
prmA,547,450,723,844,773,915
dusB,5096,4972,6276,9662,9183,10849
fis,2343,2562,2687,4854,4476,5138
yhdJ,38,43,46,63,45,66
yhdU,15,13,26,32,16,17
envR,6,17,7,5,10,10
acrE,56,64,58,18,32,19
acrF,350,335,370,126,141,157
yhdV,138,322,121,107,100,163
yhdX,34,45,31,11,18,25
yhdY,56,64,62,30,28,38
yhdZ,63,49,57,16,33,27
rrfF,0,0,0,0,0,0
thrV,62,32,55,107,87,108
rrfD,2,0,4,2,2,2
rrlD,15242,16146,8186,14722,4573,10339
alaU,148,98,137,158,79,102
ileU,187,164,186,139,119,144
rrsD,5127,6142,2274,5456,1715,3856
yrdA,2092,1844,2222,993,832,1033
yrdB,326,329,378,198,192,209
aroE,1830,1602,2634,2898,2802,2891
tsaC,617,602,991,1102,989,1112
yrdD,1318,1232,1399,974,837,962
smg,6676,6427,6370,2202,1858,2165
smf,1188,1204,1310,540,457,523
def,3334,3023,3589,3414,2949,3732
fmt,5246,5281,6494,7532,6126,8011
rsmB,4780,4394,6069,7515,6308,8378
trkA,1636,1528,2325,1885,1786,2342
mscL,1594,1320,1563,979,807,1014
arfA,124,99,110,27,31,47
zntR,791,825,793,264,294,331
yhdN,89,136,125,58,69,90
rplQ,5926,7588,6738,6392,6279,6535
rpoA,90617,101547,96418,89373,84268,101337
rpsD,62656,70232,66935,70462,65846,77379
rpsK,18891,20918,19764,21323,20093,22827
rpsM,43323,46471,43658,47088,42872,50418
rpmJ,15531,16932,13963,9706,9123,10212
secY,101953,116811,100517,78199,72531,80147
rplO,30419,34393,28275,29262,27659,31411
rpmD,8452,9337,7617,9179,9508,10362
rpsE,32620,34609,29425,40934,39665,46334
rplR,26382,26014,23476,37195,36714,43295
rplF,45052,45880,42691,76204,72271,85181
rpsH,23768,22588,23467,42502,39804,49260
rpsN,17960,18173,17682,35956,33166,38952
rplE,34405,34096,34138,66457,62076,71734
rplX,35424,32292,35179,62070,57490,70566
rplN,51831,49126,56396,94335,86247,109291
rpsQ,20907,23154,21837,19429,18357,20348
rpmC,5011,5914,5174,4968,4700,4883
rplP,17382,19869,17672,17561,16652,17414
rpsC,58984,64282,61174,55772,52720,62193
rplV,24724,26772,26946,29359,28438,33785
rpsS,19625,21490,21743,23662,23415,27866
rplB,33650,36936,40201,46917,45427,55519
rplW,13886,14938,16215,22271,21077,24857
rplD,35422,38236,43172,61192,55675,69521
rplC,47380,49627,59227,93073,82841,108488
rpsJ,26857,29830,34718,53701,48417,63753
gspB,49,37,31,18,19,26
gspA,59,70,91,41,34,52
gspC,8,20,12,30,28,25
gspD,85,89,95,97,82,99
gspE,33,36,26,25,34,47
gspF,39,54,48,16,21,27
gspG,9,16,22,3,8,9
gspH,7,9,5,7,4,4
gspI,20,17,20,2,5,6
gspJ,26,24,25,14,12,6
gspK,78,93,66,35,26,30
gspL,380,367,436,347,315,383
gspM,48,63,74,61,52,99
gspO,341,332,229,88,75,95
bfr,2172,1958,1656,804,686,676
bfd,1296,1219,952,13,23,13
chiA,855,1030,913,330,278,383
tufA,49369,48926,53667,24539,24122,27344
fusA,46459,45337,50701,45785,44470,52828
rpsG,21228,18445,21061,29737,27593,34233
rpsL,34648,28682,35867,46623,43975,56599
tusB,333,368,523,542,570,618
tusC,499,515,771,430,364,441
tusD,575,526,826,385,324,401
yheO,3331,2934,4513,1792,1529,1903
fkpA,2294,2097,3010,4116,3633,3950
slyX,152,129,147,263,221,283
slyD,9105,7927,9687,6262,5628,6333
yheV,245,238,204,142,141,137
kefB,457,433,500,296,311,244
kefG,387,327,468,234,217,216
yheS,2128,1893,3034,3249,2994,3733
yheT,283,260,380,264,312,390
yheU,395,320,462,175,171,250
prkB,1007,870,1244,358,326,378
yhfA,1137,877,1170,660,587,683
crp,8991,6448,9751,5809,5520,5867
yhfK,2122,1692,2935,1609,1382,1661
argD,1300,1623,2551,664,525,624
pabA,162,150,194,245,200,215
fic,758,695,984,951,752,883
yhfG,418,332,417,439,382,501
ppiA,723,459,1057,2730,2440,2961
tsgA,1131,1052,1969,851,855,926
nirB,2790,4376,4716,8269,7842,9012
nirD,446,605,670,948,937,1232
nirC,202,195,306,378,424,589
cysG,1715,1768,2448,1258,1185,1380
yhfL,35,43,70,56,45,65
frlA,22,26,18,7,3,7
frlB,76,61,53,36,39,39
frlC,30,19,22,23,14,19
frlD,84,88,95,32,30,28
frlR,222,218,225,192,144,172
yhfS,54,40,61,34,25,45
yhfT,144,122,153,61,53,61
yhfU,73,53,77,32,19,29
php,40,27,40,18,20,25
yhfW,62,81,84,30,26,40
yhfX,5,4,6,1,1,5
yhfY,4,9,6,0,2,1
yhfZ,60,32,40,11,27,16
trpS,3539,3079,3890,2105,1861,2160
gph,1692,1344,1609,926,869,984
rpe,1154,862,1147,648,562,676
dam,2642,2266,2870,1717,1649,2217
damX,8444,7412,10212,8242,7714,9973
aroB,5590,4955,7218,7115,6174,7323
aroK,4114,3482,5611,6013,5292,6330
hofQ,89,121,96,52,55,72
hofP,5,5,14,7,11,10
hofO,13,22,15,16,15,8
hofN,25,19,19,14,10,14
hofM,66,84,105,47,41,29
mrcA,740,639,993,1562,1357,1832
nudE,549,486,587,371,334,435
igaA,511,556,514,1366,1229,1599
yrfG,671,656,943,1213,1267,1486
hslR,523,463,730,1140,1258,1350
hslO,1433,1287,1927,3216,3675,3952
yhgE,324,364,480,346,338,388
pck,1289,1077,1098,2349,2216,2406
envZ,669,596,898,1203,1193,1285
ompR,1417,1188,1451,2094,1754,2004
greB,244,249,215,416,326,352
yhgF,1696,1459,1879,2860,2730,3364
feoA,6824,6083,6060,932,822,1072
feoB,21222,20907,22085,1890,1758,2318
feoC,1370,1550,1604,95,108,144
rpnA,103,96,137,111,105,134
bioH,421,344,532,501,474,480
yhgH,369,347,447,463,492,534
nfuA,4039,3862,5217,1483,1507,1786
gntT,328,312,359,280,262,335
malQ,990,812,818,1135,963,1039
malP,1877,1210,1538,2365,1841,2209
malT,2763,2093,2490,1985,1703,2107
rtcA,176,189,178,93,91,90
rtcB,52,55,68,69,49,68
rtcR,137,142,122,288,253,290
glpG,563,511,664,1451,1206,1415
glpE,348,276,344,311,272,319
glpD,912,353,271,15020,12618,14008
yzgL,50,38,48,380,296,353
glgP,7001,6278,10641,5787,4544,5639
glgA,6980,5952,10157,5141,4069,5016
glgC,6617,5465,8014,4612,3631,4413
glgX,4282,4179,6053,2777,2130,2724
glgB,14848,13077,16645,5027,4163,5232
asd,17734,14423,17874,3186,2853,3405
yhgN,386,368,383,299,249,301
gntU,210,197,264,301,284,281
gntK,79,73,90,163,127,136
gntR,1011,901,1206,1232,1025,1222
yhhW,1294,1214,1529,415,388,408
yhhX,2621,2005,3017,1152,1059,1190
ryhB,282,248,492,2,2,6
yhhY,93,56,89,81,53,82
yhhZ,8,4,7,5,5,6
insA-6,47,51,57,72,49,77
insB-6,68,72,120,61,68,63
yrhD,10,13,3,6,1,5
yrhB,45,55,42,123,120,142
ggt,751,354,1073,632,500,612
yhhA,309,333,308,144,107,124
ugpQ,530,503,541,281,275,309
ugpC,226,283,266,165,150,159
ugpE,57,43,58,58,42,59
ugpA,41,39,49,38,25,36
ugpB,205,156,150,36,16,28
livF,620,706,754,44,32,44
livG,1871,2000,2357,75,72,132
livM,2381,2852,3260,118,101,98
livH,2397,2395,3146,78,53,66
livK,5348,4689,5863,114,88,96
panZ,134,112,148,191,193,230
livJ,4769,2789,1100,220,194,236
rpoH,6049,6985,8278,13897,12919,15859
ftsX,1531,1584,1872,1502,1286,1823
ftsE,970,1023,1071,1285,1100,1202
ftsY,1397,1502,1704,2448,2234,2513
rsmD,390,397,439,620,531,614
yhhL,314,297,282,313,297,385
yhhM,94,94,82,64,51,74
yhhN,965,874,1282,512,430,530
zntA,3989,1772,1334,789,694,763
tusA,524,594,414,391,334,360
yhhQ,999,965,1660,905,885,1143
dcrB,1091,865,1198,2493,2131,2280
yhhS,844,795,986,523,395,506
yhhT,310,342,428,154,122,159
acpT,1189,1198,1968,823,694,930
nikA,328,366,383,1050,1126,1195
nikB,40,29,74,483,518,534
nikC,20,18,46,109,151,186
nikD,49,39,59,140,159,196
nikE,73,68,112,119,119,162
nikR,298,251,434,205,209,217
rhsB,169,173,278,224,220,250
yhhH,6,7,6,6,12,10
yhhI,21,10,17,61,41,45
yhhJ,82,73,85,445,374,410
rbbA,76,62,88,1107,746,855
yhiI,105,70,105,558,421,438
yhiJ,51,37,28,29,27,35
yhiM,190,118,262,2112,1873,2224
yhiN,256,175,321,888,859,1025
pitA,6099,5898,11017,16684,14985,18239
uspB,1058,977,1051,324,240,363
uspA,10908,8651,8450,4063,3733,3681
dtpB,1127,1009,1393,3015,2571,2799
rsmJ,112,110,148,198,184,223
prlC,2630,2245,3363,2809,2604,2984
rlmJ,702,675,956,1152,1076,1263
gor,3029,2466,3139,3220,2873,3430
dinQ,1665,2247,1433,350,361,423
agrA,65,66,70,63,69,121
agrB,9,17,27,4,5,8
arsR,14,10,12,16,12,13
arsB,41,33,56,30,27,24
arsC,65,65,66,21,36,42
insH-11,518,478,582,584,508,588
slp,1492,812,901,2195,1576,1774
dctR,481,217,349,1124,766,1110
yhiD,344,187,434,1452,1047,1360
hdeB,4546,2279,3879,11461,8366,10334
hdeA,17268,8265,14566,53207,41366,51975
hdeD,4507,2505,4873,9014,7633,9754
arrS,1874,1086,1138,203,140,186
gadE,3436,1873,3633,865,658,887
gadF,386,240,480,335,260,331
mdtE,736,367,994,1844,1572,1876
mdtF,1860,1079,2744,4587,4408,5471
gadW,628,297,569,2173,1650,2570
gadY,177,108,143,250,229,305
gadX,3514,1998,4040,4525,3617,5261
gadA,2979,1748,4581,24885,21270,25868
ccp,119,136,116,799,645,1423
treF,1240,1531,1118,530,397,439
yhjB,222,242,189,137,94,133
yhjC,45,67,61,28,30,21
yhjD,489,506,575,456,320,391
yhjE,3228,2877,2628,65,39,54
yhjG,374,352,449,172,93,119
pdeH,6,13,15,14,6,7
kdgK,375,315,434,504,456,502
yhjJ,1248,1521,1614,1924,1582,1628
dctA,742,605,515,788,860,759
pdeK,367,264,418,454,431,512
bcsC,694,787,760,291,251,302
bcsZ,32,42,57,35,21,29
bcsB,77,69,88,59,39,88
bcsA,60,53,64,68,67,88
yhjR,273,207,235,122,92,122
bcsE,2599,2206,2219,1703,1295,1527
bcsF,116,88,106,92,76,91
bcsG,799,682,929,1284,1074,1394
ldrD,56,52,77,36,41,46
rdlD,40,48,74,23,13,28
yhjV,563,439,634,1038,959,1325
dppF,1104,882,863,182,173,255
dppD,1513,1192,1294,146,102,183
dppC,845,621,696,116,110,166
dppB,759,529,600,105,71,66
dppA,9977,7463,6476,276,207,277
proK,14,13,19,6,4,3
eptB,707,918,1912,1276,1135,1277
yhjX,659,427,1004,5539,3215,5126
yhjY,556,487,554,268,199,245
tag,546,483,530,284,273,348
yiaC,129,122,131,85,57,86
bisC,1510,1523,1834,880,810,941
yiaD,71,77,80,307,296,389
ghrB,1510,1013,1782,641,620,646
yiaF,1902,1974,3030,1037,900,1068
yiaG,1672,1386,2575,319,300,352
cspA,37533,42346,78118,95932,96294,122725
hokA,39,41,44,369,383,596
insJ,62,61,115,686,669,1103
insK,10,22,37,125,135,265
glyS,8732,7631,9920,13588,12905,15866
glyQ,3065,2390,3628,6956,6223,7507
ysaB,23,18,16,54,67,51
wecH,44,51,54,58,38,45
yiaA,38,30,48,26,10,24
yiaB,12,19,18,20,21,22
xylB,392,486,579,302,217,240
xylA,251,292,333,145,108,155
xylF,16,13,19,15,13,7
xylG,110,106,91,48,42,55
xylH,77,74,102,53,42,51
xylR,539,427,586,347,336,430
bax,1936,1665,2378,5209,4838,6048
malS,308,279,307,248,225,239
avtA,1106,809,697,479,434,480
ysaA,264,202,189,345,293,283
yiaJ,424,422,423,326,280,300
yiaK,17,12,14,3,5,12
yiaL,2,4,5,2,1,1
yiaM,0,2,3,3,0,0
yiaN,15,9,18,6,4,7
yiaO,6,9,8,13,9,15
lyxK,48,44,52,32,28,32
sgbH,14,12,12,7,6,16
sgbU,23,19,17,7,11,4
sgbE,61,46,42,39,28,18
yiaT,7,9,10,9,4,8
yiaU,181,139,190,116,111,130
yiaV,46,36,51,34,23,51
yiaW,2,2,7,0,3,2
aldB,245,180,292,91,67,71
yiaY,12,11,15,10,17,12
selB,980,851,1043,1714,1507,1722
selA,763,622,726,1159,1074,1105
yibF,319,178,297,140,114,131
rhsA,183,214,274,209,205,237
yibA,66,58,28,40,48,47
yibG,10,9,13,14,11,18
yibV,1,1,2,7,4,5
yibH,38,27,23,17,9,17
yibI,18,18,15,6,3,1
mtlA,828,757,802,1257,981,1154
mtlD,917,883,1003,1764,1476,1598
mtlR,521,532,435,828,687,736
yibT,332,378,321,256,290,240
yibL,644,564,720,731,708,880
lldP,400,383,483,98,97,94
lldR,187,166,247,98,109,98
lldD,129,101,91,49,54,53
trmL,370,317,458,575,559,637
cysE,3976,4060,4682,1834,1780,2254
gpsA,3204,3075,4486,2903,2654,3296
secB,4862,4135,4797,2995,2775,3265
grxC,3884,3156,3935,2511,2185,2775
yibN,2712,2318,2742,1962,1863,2355
gpmM,6924,5779,5846,6239,5732,6909
envC,710,555,1076,1056,1059,1218
yibQ,327,247,510,444,437,549
waaH,68,88,69,45,56,77
tdh,336,295,393,741,730,770
kbl,659,571,770,2196,2046,2287
htrL,536,410,603,910,788,947
rfaD,6356,5105,6947,5082,4384,5077
waaF,1270,1022,1573,1083,977,1195
waaC,529,454,683,444,444,566
waaL,719,602,822,389,371,475
waaU,618,501,614,216,235,238
waaZ,687,562,637,295,276,303
waaY,698,612,679,294,241,306
waaJ,503,428,436,155,169,177
waaO,609,485,564,166,179,206
waaB,617,479,569,216,204,236
waaS,551,398,414,193,196,238
waaP,571,574,715,353,357,435
waaG,940,923,1140,616,618,703
waaQ,1555,1479,1921,1173,1002,1231
waaA,332,252,462,764,708,710
coaD,172,145,228,446,465,481
mutM,227,179,238,918,891,1096
rpmG,747,685,835,2459,2319,2403
rpmB,13271,10483,14129,37051,35679,41507
yicR,648,547,927,994,1012,1068
dfp,944,830,1112,1253,1141,1266
dut,868,732,975,1638,1404,1766
slmA,589,509,661,959,927,969
pyrE,79,57,65,113,74,120
rph,313,280,315,1197,1175,1122
yicC,2024,1785,3101,2066,1906,2081
dinD,374,393,492,408,411,476
yicG,126,116,156,913,761,931
ligB,73,78,118,58,58,61
gmk,8114,6967,9963,6147,5451,6649
rpoZ,657,575,778,680,512,581
spoT,6124,4852,8351,9652,8464,10670
trmH,292,201,327,410,458,558
recG,851,719,1045,886,866,1069
gltS,660,678,669,1461,1346,1447
xanP,435,228,751,82,116,96
yicH,1119,956,1278,614,486,528
yicI,384,371,422,159,158,155
yicJ,67,56,68,39,26,35
selC,72,68,73,21,16,32
setC,23,20,17,3,7,13
yicL,757,737,633,344,287,365
nlpA,1722,1586,786,139,105,143
yicS,52,41,52,29,19,47
nepI,305,282,439,430,409,495
yicN,156,156,179,113,89,105
adeQ,10,21,15,34,17,30
adeD,156,136,158,669,566,697
uhpT,35,40,46,86,70,77
uhpC,103,120,118,106,118,148
uhpB,675,835,649,673,606,726
uhpA,995,1214,746,725,596,719
ilvN,970,1212,506,82,54,78
ilvB,6067,6233,4486,397,336,383
ivbL,340,353,372,107,101,106
istR,5,18,22,22,20,33
tisB,1819,2335,2635,200,178,230
emrD,170,216,116,15863,14587,16230
yidF,103,111,106,1314,1186,1421
yidG,210,260,253,191,164,190
yidH,178,187,213,89,82,110
yidI,89,84,79,42,43,56
yidJ,58,59,84,26,24,39
yidK,43,36,33,27,19,21
yidL,66,52,62,19,9,12
glvG,42,57,57,16,21,20
glvB,8,12,7,7,8,13
glvC,21,14,23,9,6,2
yidP,12,8,8,6,8,12
yidE,303,322,390,348,384,328
ibpB,101,115,83,396,698,535
ibpA,541,506,401,735,1051,966
yidQ,2039,1836,2481,947,809,997
yidR,1319,1253,1570,879,793,952
cbrA,23,17,17,7,8,10
dgoT,52,53,66,30,35,24
dgoD,70,59,76,50,73,42
dgoA,25,37,40,20,24,28
dgoK,114,126,152,74,70,81
dgoR,156,127,133,103,92,71
yidX,213,207,211,76,74,86
yidA,1977,1654,2527,1303,1221,1405
yidB,24,25,26,21,24,24
gyrB,11890,10478,14395,17218,15117,16945
recF,787,560,1230,1273,1370,2012
dnaN,3515,2898,5070,5831,5588,7700
dnaA,4412,3837,6364,7855,6964,8824
ysdD,22,12,28,17,14,10
rpmH,8440,7241,10879,18568,17723,23169
rnpA,3069,2136,5131,14197,13117,16671
yidD,472,308,792,2588,2406,3007
yidC,2844,2229,4634,11966,11801,15230
mnmE,600,575,748,1192,1131,1584
tnaC,0,0,1,36,29,10
tnaA,91,191,133,73589,58950,62666
tnaB,40,52,40,1909,1916,1264
mdtL,56,55,106,141,136,128
yidZ,450,368,530,304,295,338
yieE,735,731,825,1714,1451,1614
yieF,418,335,458,531,438,520
adeP,1451,1442,1864,855,785,1004
yieH,219,165,242,97,111,105
cbrB,191,149,171,94,100,94
cbrC,28,39,30,24,17,25
yieK,29,36,26,17,27,24
yieL,28,24,33,31,39,51
bglH,24,17,11,21,9,12
bglB,11,4,13,11,15,8
bglF,364,325,694,449,363,512
bglG,3,7,4,0,1,3
phoU,767,657,715,226,227,238
pstB,950,888,912,417,363,508
pstA,214,295,222,243,245,301
pstC,229,342,268,309,236,291
pstS,275,789,275,354,340,358
glmS,4764,3928,4326,8224,7892,9147
glmU,2046,1555,2025,4839,4334,4864
atpC,7711,7566,9187,2760,2518,2685
atpD,20075,17706,23427,8254,7898,8419
atpG,7884,6948,9757,4331,4191,4688
atpA,25674,20650,31481,17898,18547,23484
atpH,6691,5563,7919,7400,7101,8213
atpF,8590,6793,10053,9025,8530,10029
atpE,3454,2800,4382,3839,3534,4056
atpB,4746,3683,6312,6868,6179,6801
atpI,569,448,826,1207,1058,1128
rsmG,369,359,436,550,648,841
mnmG,1123,889,1873,4227,3999,4767
mioC,878,863,1363,1485,1314,1435
asnC,237,226,209,350,348,427
asnA,1454,2063,1770,1730,2007,1435
viaA,592,556,610,823,669,688
ravA,635,612,522,1032,894,953
kup,701,636,956,1504,1550,1630
rbsD,1292,639,488,584,689,613
rbsA,232,163,128,104,109,103
rbsC,128,94,100,137,131,108
rbsB,294,248,232,652,679,545
rbsK,343,308,291,418,405,374
rbsR,282,222,291,248,223,251
hsrA,640,534,683,893,801,819
yieP,831,724,856,1030,885,977
rrsC,5268,6511,2459,5610,1710,3891
gltU,174,133,145,111,75,117
rrlC,17840,18876,9372,16970,5136,11701
rrfC,5,6,5,9,8,11
aspT,756,676,754,551,446,601
trpT,215,225,204,125,85,105
hdfR,1364,1156,1634,467,497,458
maoP,783,752,854,615,594,576
yifB,90,105,99,66,60,72
ilvL,1217,1030,788,66,51,64
ilvX,855,529,395,21,12,20
ilvM,1555,888,691,111,82,77
ilvE,8597,5156,6731,766,697,853
ilvD,13501,8062,11582,1007,1017,1080
ilvA,9090,6232,8472,595,579,690
ilvY,290,292,431,210,184,219
ilvC,39787,48400,36987,560,448,526
ppiC,706,788,684,261,302,304
rep,947,856,1093,1523,1416,1560
gpp,2417,2182,3631,1915,1941,2319
rhlB,13481,11678,16126,10620,9921,11596
trxA,5055,4237,4644,3074,2855,3295
rhoL,3880,3263,4328,3078,3055,3775
rho,20024,17152,29516,32245,31437,39995
rfe,1957,1696,3136,4023,3646,4615
wzzE,1788,1476,2547,3016,2842,3366
wecB,763,583,976,1268,1335,1615
wecC,816,645,1204,1007,927,1201
rffG,887,804,1385,1066,965,1302
rffH,475,487,722,602,584,611
rffC,252,223,343,281,300,301
wecE,420,477,509,422,394,451
wzxE,593,598,614,524,432,485
rffT,671,585,711,569,456,511
wzyE,267,219,335,244,201,231
rffM,264,202,264,255,223,228
yifK,699,623,728,980,785,982
argX,64,43,64,87,69,63
hisR,67,39,100,89,88,96
leuT,368,270,542,541,348,426
proM,69,49,82,93,67,86
aslB,99,110,123,240,242,280
aslA,188,187,218,192,152,201
glmZ,1519,1275,2034,1244,937,1418
hemY,2056,1691,2583,2693,2450,2758
hemX,1780,1491,2237,2574,2194,2380
hemD,1252,1078,1345,1151,1025,1167
hemC,3471,3540,3540,2783,2490,2696
cyaA,14481,13977,15314,10887,9135,10715
cyaY,413,383,345,372,282,355
yzcX,74,66,86,69,89,95
yifL,275,303,441,360,349,345
dapF,1539,1274,2043,1689,1452,1589
yigA,1108,893,1535,1050,993,1001
xerC,750,663,1022,824,786,877
yigB,350,315,555,512,500,551
uvrD,5221,5014,5999,3932,3670,4137
yigE,171,194,198,140,120,175
corA,859,870,1096,1778,1545,1570
yigF,52,36,57,46,41,60
yigG,8,3,11,10,26,25
rarD,126,114,157,363,330,343
yigI,61,52,56,13,14,11
pldA,676,556,971,1761,1638,1823
recQ,1003,791,1307,2127,1868,2163
rhtC,621,498,823,182,149,172
rhtB,603,509,805,68,46,85
pldB,2207,2084,2706,1524,1171,1568
yigL,674,569,847,699,669,726
bioP,700,765,881,157,143,167
metR,566,911,822,300,238,219
