Geneid,M9-41T-3,M9-41T-4,M9-41T-5,TB-41T-4,TB-41T-5,TB-41T-6
yfcE,662,364,611,260,267,272
yfcF,1655,682,1390,172,249,218
yfcG,165,154,96,10,12,17
folX,1441,1059,1536,366,395,465
yfcH,757,919,827,316,455,438
rpnB,93,158,107,62,80,91
hisP,553,552,822,346,389,357
hisM,722,929,1101,465,614,557
hisQ,853,1228,1306,544,710,711
hisJ,1141,1994,1869,985,1206,1212
argT,445,2059,1057,91,146,167
ubiX,386,131,353,165,194,203
purF,2442,716,2390,159,201,224
cvpA,1093,276,900,82,137,112
dedD,605,431,560,384,492,485
folC,672,332,624,489,675,610
accD,9573,4372,8090,6141,6946,6817
dedA,5073,3918,4654,2760,3133,3267
truA,3327,2641,2689,1664,2016,1874
usg,1957,1226,1969,1834,2257,2222
pdxB,1165,687,1075,643,723,745
flk,1125,373,1061,584,756,691
yfcJ,162,40,122,92,100,113
fabB,2371,4998,4557,13137,15554,15592
mnmC,288,218,277,472,564,556
yfcL,373,191,326,318,338,333
epmC,460,330,441,426,524,486
yfcA,1422,736,1230,992,1091,1120
mepA,893,417,987,460,581,560
aroC,5066,2884,5207,2059,2507,2519
prmB,3335,2207,4123,2573,3095,3083
smrB,378,357,271,291,370,304
yfcO,846,990,711,475,580,524
yfcP,15,15,15,3,10,10
yfcQ,11,7,11,2,12,8
yfcR,19,19,18,15,10,4
yfcS,13,14,13,9,14,14
yfcV,3,9,5,14,14,16
sixA,426,307,396,229,216,240
fadJ,123,258,223,265,317,321
fadI,146,1764,683,706,736,741
yfcZ,420,3987,814,3844,3851,3603
fadL,495,483,660,786,869,878
yfdF,43,22,28,27,29,26
mlaA,1033,713,955,1001,1192,1248
yfdC,387,677,268,53,59,66
argW,20,12,22,7,12,18
intS,112,85,105,53,90,77
yfdG,490,124,351,159,177,219
yfdH,1281,394,1036,517,552,628
yfdI,518,199,347,277,244,330
yfdK,42,33,32,5,13,11
yfdM,0,0,2,1,1,2
yfdN,2,1,2,0,0,2
yfdO,2,2,1,1,0,0
yfdP,58,37,45,9,11,15
yfdQ,58,73,71,42,37,41
yfdR,12,16,5,3,3,4
yfdS,15,10,10,4,6,1
yfdT,48,37,34,6,6,10
ypdJ,1,4,1,3,1,0
torI,1034,1329,807,192,267,251
dsdC,31,57,26,5,11,11
dsdX,207,145,170,56,79,66
dsdA,188,149,160,63,112,88
emrY,22,12,14,13,14,20
emrK,10,11,3,5,8,8
evgA,888,1741,755,351,369,438
evgS,1271,1633,1066,407,521,531
yfdE,27,23,21,3,9,9
yfdV,4,13,5,5,3,11
oxc,29,26,24,17,28,23
frc,13,28,20,6,11,20
yfdX,14,27,20,7,11,9
ypdI,35,31,33,8,8,10
yfdY,236,414,143,154,166,170
lpxP,6371,3726,5516,2526,2628,2605
ypdK,56,62,65,130,113,145
alaC,1119,849,1103,391,623,567
ypdA,368,245,338,280,330,365
ypdB,372,433,314,224,244,253
ypdC,242,201,242,86,119,137
fryA,113,91,129,91,107,88
ypdE,31,17,32,20,18,28
ypdF,8,10,15,6,18,15
fryC,28,17,25,15,24,28
fryB,7,4,7,6,10,8
glk,1620,2818,2573,1995,2322,2100
yfeO,1151,1788,1048,886,1080,1046
ypeC,3153,4876,3162,134,161,170
mntH,10900,14477,10274,141,204,173
nupC,970,497,1096,428,468,446
insL-3,658,545,659,800,1253,1135
pdeA,614,287,485,415,516,533
alaX,140,24,99,31,37,20
alaW,120,28,108,22,23,25
yfeC,366,541,336,197,195,176
yfeD,305,499,268,209,239,249
gltX,3262,2428,3503,4325,4708,4787
valU,423,85,225,37,75,71
valX,2138,466,1209,364,457,514
valY,940,208,556,123,189,217
lysV,311,57,181,39,65,50
xapR,181,185,178,56,68,50
xapB,77,88,42,28,27,32
xapA,29,12,19,4,4,8
yfeN,28,18,10,2,11,10
yfeR,164,73,107,27,54,40
yfeH,1740,379,1198,204,265,241
ypeB,316,188,315,114,133,120
ligA,638,494,552,991,1231,1096
zipA,4365,4165,3604,3094,3556,3287
cysZ,1136,841,1036,662,719,662
cysK,2428,15525,3234,849,948,927
ptsH,6681,3611,7689,3656,3510,3591
ptsI,18991,11745,22754,10711,11221,10852
crr,6975,6364,7937,3445,3879,3797
pdxK,585,560,624,368,451,406
yfeK,43,23,25,32,33,37
yfeS,240,264,255,85,91,84
cysM,599,884,791,190,267,286
cysA,105,2211,352,59,61,58
cysW,62,1255,168,24,40,32
cysU,59,1449,142,16,20,10
cysP,99,4750,492,33,46,47
ucpA,307,1417,603,1691,2482,1998
murR,38,76,69,9,32,21
murQ,159,821,463,176,320,212
murP,183,262,214,108,216,147
yfeW,106,137,121,152,173,162
yfeX,1402,1966,1608,4283,4370,4263
yfeY,808,572,642,1123,1098,1204
yfeZ,326,205,259,208,231,237
ypeA,123,93,96,88,83,89
amiA,686,497,596,541,593,609
hemF,675,432,614,491,563,592
eutR,108,90,98,66,100,88
eutK,52,56,39,30,34,33
eutL,99,104,124,111,134,100
eutC,130,221,136,163,218,174
eutB,3642,1927,2918,1025,1186,1218
intZ,186,254,205,494,600,655
yffL,66,83,52,46,50,64
yffM,13,16,12,5,9,8
yffN,9,7,14,3,5,2
yffO,17,22,22,6,4,10
yffP,31,25,32,6,18,13
yffQ,5,11,9,3,3,6
yffR,158,214,150,35,50,46
yffS,305,291,360,95,122,103
eutA,50,27,39,19,27,26
eutH,26,24,27,6,22,9
eutG,21,17,14,14,6,8
eutJ,5,2,6,4,7,7
eutE,21,11,18,31,34,28
eutN,1,0,3,3,4,2
eutM,36,53,34,31,40,28
eutD,16,18,25,32,45,34
eutT,14,12,18,17,27,23
eutQ,28,35,36,36,74,50
eutP,15,29,21,30,23,18
eutS,13,35,21,14,42,27
maeB,3469,3223,3899,1154,1449,1270
talA,2399,2174,1218,191,231,246
tktB,4387,3513,1849,360,401,365
ypfG,334,422,249,178,156,186
nudK,1081,596,1241,505,497,478
aegA,196,119,177,361,383,372
narQ,210,455,194,328,391,400
acrD,269,281,274,384,452,472
ypfM,102,2146,360,501,673,585
yffB,455,753,518,746,884,825
dapE,929,651,797,617,828,696
ypfN,265,293,210,139,192,180
ypfH,175,272,144,114,130,123
tmcA,1702,1428,1511,923,1228,1158
ypfJ,734,651,709,284,374,376
purC,4183,1514,3899,314,381,377
bamC,10690,5656,10366,5561,6029,6169
dapA,6391,4539,6301,2779,3286,3177
gcvR,3447,1943,3686,738,840,808
bcp,2494,991,2498,636,686,764
hyfA,29,13,18,8,11,16
hyfB,68,40,64,21,35,27
hyfC,4,14,9,6,7,6
hyfD,27,30,30,11,12,14
hyfE,38,28,31,32,17,32
hyfF,78,96,109,72,74,63
hyfG,88,83,72,63,57,66
hyfH,40,49,33,28,29,40
hyfI,54,47,48,26,34,35
hyfJ,9,13,12,9,4,14
hyfR,146,86,111,59,71,69
focB,197,155,166,58,57,72
yfgO,500,485,508,215,271,265
bepA,1501,1103,1553,677,747,763
yfgD,274,152,307,104,101,131
hda,362,128,354,116,141,147
uraA,1368,441,1560,185,220,219
upp,4016,1284,4433,1883,2210,2194
purM,7984,1328,5664,276,396,392
purN,1852,494,1450,232,271,281
ppk,3227,3012,3435,1565,1724,1696
ppx,1393,1040,1386,529,595,579
pdeF,158,118,138,144,172,167
yfgG,1588,878,1415,591,773,827
yfgH,27,24,44,67,89,106
yfgI,55,45,46,43,57,61
guaA,7659,4311,7643,4676,5655,5510
guaB,4184,1367,3446,1772,2293,2040
xseA,4749,2487,3440,2656,3078,3045
yfgJ,618,438,466,511,654,652
der,2158,1520,1923,4434,4794,4507
bamB,8085,4146,6724,8307,9589,9187
yfgM,2081,1060,1635,1700,1868,1967
hisS,8746,4809,7464,7298,8341,8180
ispG,7109,4958,5832,7537,9291,8682
rodZ,7790,5250,6652,6543,8045,7765
rlmN,2005,684,1443,2269,2590,2716
ndk,1002,472,1256,302,470,472
pbpC,154,130,134,128,137,148
yfhM,5230,7890,4648,2657,3406,3125
sseA,912,2491,1299,659,900,813
ryfA,325,290,237,278,324,373
sseB,1122,1723,1109,1442,1593,1618
pepB,2168,3545,2217,2986,3492,3295
iscX,1864,1787,1387,3559,4118,4246
fdx,1067,1007,842,1842,2107,1969
hscA,4772,4081,4299,9451,11903,11429
hscB,4123,3495,3386,3994,4839,5316
iscA,2420,2188,1566,1287,1598,1653
iscU,3956,4491,3218,2336,2770,2955
iscS,10714,8546,9296,6184,7350,7741
iscR,11115,6201,8943,1480,1742,2005
trmJ,1204,1488,1247,1701,2100,1930
suhB,2623,645,1841,6626,5531,6372
yfhR,42,32,37,89,115,133
csiE,258,303,219,124,148,169
hcaT,352,228,279,195,237,217
hcaR,54,221,135,15,20,19
iroK,0,0,0,0,0,0
hcaE,1418,799,1195,259,293,329
hcaF,406,254,344,96,108,118
hcaC,124,108,138,38,53,34
hcaB,206,143,214,46,56,65
hcaD,225,219,229,61,87,82
yphA,122,177,85,24,33,31
yphB,65,69,87,24,26,33
yphC,75,63,69,39,35,28
yphD,40,45,33,24,46,36
yphE,46,42,35,28,20,24
yphF,20,25,9,14,11,13
yphG,67,60,61,52,52,56
yphH,174,115,176,91,92,98
glyA,20082,11545,27544,3404,3928,3899
hmp,5155,317,1731,158,199,235
glnB,825,461,769,249,253,281
glrR,456,329,444,277,353,341
qseG,1004,659,885,625,660,650
glrK,460,338,366,216,286,262
glmY,2976,1691,1345,21,24,28
purL,13954,6231,13942,893,1279,1213
mltF,231,129,192,175,188,197
tadA,440,358,380,670,732,750
pgpC,1076,1950,1030,3279,3999,3759
yfhH,81,95,100,173,171,147
yfhL,116,159,108,68,86,123
shoB,388,1075,567,223,302,230
ohsC,4,2,2,2,0,0
acpS,200,202,202,69,65,85
pdxJ,2437,2757,2679,1036,1223,1121
recO,1372,777,1104,1346,1538,1434
era,1813,1035,1540,2324,2649,2715
rnc,3262,2044,2434,3740,3760,4137
lepB,1205,568,928,1292,1546,1444
lepA,4614,2067,4256,4796,5606,5691
rseC,1502,618,1371,1446,1732,1652
rseB,5973,2817,5373,4758,5107,5146
rseA,8996,6899,7470,6810,6952,6919
rpoE,2035,1273,1339,1453,1480,1416
rseD,232,126,186,54,45,59
nadB,2067,1659,2465,113,116,111
yfiC,688,363,708,297,366,338
srmB,1162,555,960,1539,1837,1782
yfiE,279,134,191,104,141,155
eamB,83,187,95,71,75,82
grcA,1287,20993,3583,3565,3678,3741
ung,801,805,792,1009,1051,1116
yfiF,1188,430,902,1153,1211,1073
trxC,261,154,221,103,148,123
yfiP,204,87,195,234,263,239
patZ,592,1366,927,853,1075,884
pssA,3584,2618,3447,3033,3432,3473
yfiM,752,737,768,218,245,327
kgtP,8656,7679,8876,1830,2501,2536
rrfG,7,0,4,1,4,3
rrlG,6023,12274,9127,12531,13512,5660
gltW,3727,1383,2280,990,1092,1087
rrsG,1872,4210,3002,4183,4772,1585
clpB,2838,18103,2942,8779,13846,12803
ryfD,192,143,116,190,230,209
pgeF,1013,601,802,1125,1329,1260
rluD,2951,1888,2569,2861,3443,3375
bamD,4474,2501,4168,3019,3129,3272
raiA,20628,85684,35118,51407,64195,62159
pheL,83,188,98,95,107,103
pheA,2771,3581,3275,1278,1471,1519
tyrA,1023,1217,1491,720,981,975
aroF,664,1031,1041,417,589,488
yfiL,58,136,47,43,50,51
yfiR,494,766,415,281,400,371
dgcN,444,485,400,572,705,655
yfiB,244,358,267,553,707,678
rplS,6872,6122,5299,9152,11002,10357
trmD,43097,39466,37658,59115,71481,68581
rimM,33838,28019,29365,46849,56176,54555
rpsP,23864,18565,20226,30880,35906,35478
ffh,10716,8108,9827,8180,10073,9649
ypjD,651,323,579,249,247,250
yfjD,652,469,704,484,607,560
grpE,2976,4644,3017,4372,6132,6024
nadK,786,793,774,415,452,441
recN,1116,1271,1332,1148,1258,1284
bamE,1428,1068,1202,908,801,843
yfjF,191,94,181,126,108,128
ratA,324,264,294,231,254,234
smpB,2675,1941,2760,1982,2445,2415
ssrA,3273028,3280879,2611011,902395,1147782,1127562
intA,401,473,484,216,291,297
yfjH,139,114,115,50,47,59
alpA,7,5,4,2,8,2
yfjI,7,19,10,13,13,18
yfjJ,7,13,7,3,12,10
abpB,419,613,466,507,593,569
abpA,429,567,476,587,661,711
yfjM,35,21,16,12,19,25
rnlA,652,1030,677,1276,1381,1429
rnlB,926,1088,815,632,674,685
yfjP,46,31,25,27,28,29
yfjQ,21,10,23,14,11,13
yfjR,23,17,22,23,20,23
ypjK,7,5,4,5,3,2
yfjS,10,5,8,2,5,9
yfjT,42,34,41,14,18,10
yfjU,128,117,117,48,36,45
yfjW,259,187,176,52,67,72
yfjX,27,13,11,6,5,4
yfjY,12,9,9,6,6,8
ypjJ,8,2,6,1,3,2
yfjZ,11,4,5,1,3,5
ypjF,19,9,18,6,5,9
ypjA,278,273,197,115,139,127
ypjB,4,3,6,1,8,3
ypjC,4,3,3,1,1,1
ileY,2,0,0,1,0,0
csiD,234,853,486,44,59,63
lhgO,444,452,349,44,64,70
gabD,2291,2281,1579,286,358,336
gabT,1720,1401,1097,215,207,206
gabP,508,341,298,40,45,67
csiR,704,721,480,127,138,143
kbp,419,606,240,78,86,78
yqaE,248,246,162,123,149,143
ygaV,299,510,612,86,96,111
ygaP,616,1568,1537,220,273,259
stpA,348,464,519,108,107,136
alaE,2196,4807,1788,114,161,170
ygaC,629,725,475,390,393,428
ygaM,3290,4183,1647,142,120,123
nrdH,10807,8377,10589,17,73,88
nrdI,16972,11082,16999,36,128,112
nrdE,39641,20819,41527,150,376,337
nrdF,13770,6604,13768,48,106,98
proV,1196,279,786,1764,2439,2435
proW,1266,307,788,2076,3149,2866
proX,1948,500,1330,3427,4827,4340
ygaZ,1518,760,1140,881,1144,1060
ygaH,500,286,545,479,563,622
mprA,1711,1136,1905,2041,2458,2432
emrA,800,545,925,1236,1455,1420
emrB,389,284,337,387,436,493
luxS,7634,8686,6809,1521,1756,1845
micA,864,952,628,72,99,108
gshA,5448,4372,5507,4603,5482,5398
yqaA,985,785,910,807,1022,943
yqaB,823,592,770,755,913,900
argQ,668,140,448,207,243,279
argZ,1298,257,840,341,366,449
argY,1944,390,1307,453,525,605
argV,1285,223,889,442,477,580
serV,4422,706,1791,709,906,846
csrA,4012,5374,3145,1398,1678,1627
alaS,15012,8117,15235,14864,17214,16402
recX,369,236,342,472,543,483
recA,9965,6723,10843,8581,9924,9420
pncC,267,107,252,167,201,218
mltB,1217,349,1112,499,691,702
srlA,15,37,22,207,312,267
srlE,31,33,50,248,358,331
srlB,18,12,12,114,162,123
srlD,92,92,104,683,1095,852
gutM,58,54,34,36,55,44
srlR,246,402,354,293,361,376
gutQ,142,167,193,123,143,170
norR,132,116,118,67,84,87
norV,126,140,134,52,55,63
norW,69,71,66,64,75,82
hypF,487,708,533,1547,1726,1591
hydN,94,206,114,440,449,409
ascG,744,380,879,348,416,404
ascF,303,294,297,147,160,162
ascB,394,431,431,330,352,349
hycI,325,428,325,1223,1128,1014
hycH,26,36,20,291,232,245
hycG,29,52,31,874,718,688
hycF,17,52,21,751,630,597
hycE,45,157,50,2138,1952,1723
hycD,16,75,16,914,789,669
hycC,22,131,26,921,870,777
hycB,9,140,10,791,689,706
hycA,16,310,19,1203,1154,1001
hypA,35,157,50,619,747,603
hypB,212,730,382,3327,4243,3660
hypC,50,128,78,699,875,694
hypD,361,686,399,3121,3772,3491
hypE,447,732,450,3113,3842,3236
fhlA,223,240,197,600,706,671
ygbA,629,89,392,68,113,122
mutS,1680,1195,2032,2655,2856,2971
pphB,40,25,37,23,24,21
ygbI,126,182,170,106,114,86
ygbJ,42,31,27,16,30,22
ygbK,138,120,134,91,89,103
ygbL,34,26,32,24,23,19
ygbM,97,92,78,30,67,41
ygbN,193,207,203,73,78,94
rpoS,30053,45423,28595,3451,4136,3916
nlpD,53617,75557,53416,9555,11391,10980
pcm,776,652,715,717,986,850
umpG,532,454,555,872,1143,1047
truD,1094,652,1053,1654,2229,2069
ispF,236,137,205,310,370,356
ispD,1226,568,1267,1958,2280,2238
ftsB,906,407,835,941,1098,1108
ygbE,159,903,208,164,179,225
cysC,125,2714,381,45,41,39
cysN,227,9761,1268,63,87,95
cysD,117,12728,1367,34,43,42
iap,379,480,329,237,308,277
cas2,28,40,40,10,7,12
cas1,49,60,39,25,27,30
casE,18,49,33,11,16,24
casD,46,49,38,15,20,17
casC,36,47,31,16,29,22
casB,24,24,19,19,23,19
casA,29,28,22,21,15,24
cas3,46,60,48,46,65,46
sokX,1,1,2,1,1,0
cysH,90,1082,197,51,76,54
cysI,243,5601,678,144,165,186
cysJ,421,14982,1889,214,275,254
queD,151,55,141,243,250,254
ygcN,60,115,74,416,526,483
ygcO,35,35,44,151,195,178
ygcP,38,40,62,122,172,171
ygcQ,83,53,56,60,72,58
ygcR,17,13,10,10,9,4
ygcS,15,13,26,12,19,6
ygcU,32,22,33,14,11,15
ygcW,6,6,5,2,0,2
yqcE,35,49,46,16,22,23
ygcE,50,76,54,27,33,20
queE,253,476,221,810,1051,918
yqcG,1,1,2,1,4,2
ygcG,16,5,13,17,27,26
eno,42929,48984,45289,20300,22627,22074
pyrG,13571,9434,12569,17467,20242,19537
mazG,1282,1155,1262,953,1044,1012
mazF,663,609,668,440,512,540
mazE,453,395,420,257,278,243
relA,4097,4255,4483,3152,4223,3883
rlmD,745,877,766,758,901,843
barA,1315,856,1340,1084,1237,1218
gudD,191,225,155,194,220,220
gudX,204,172,191,158,208,181
gudP,68,62,45,74,106,103
yqcA,333,506,315,206,305,242
truC,824,467,702,594,706,703
yqcC,134,92,101,56,57,75
csrB,8099,19574,6730,2214,2791,2297
syd,1329,686,1076,344,328,347
queF,895,687,950,687,782,830
ppnN,3901,4401,3961,3103,4286,3673
sdaC,647,290,749,1125,1873,1645
sdaB,253,145,269,508,808,742
ygdG,129,157,118,189,216,239
fucO,199,382,205,288,361,299
fucA,25,55,30,23,37,25
fucP,23,158,57,105,157,154
fucI,154,148,172,284,359,304
fucK,66,58,54,42,61,52
fucU,228,234,220,55,110,80
fucR,926,1088,1114,356,499,459
rlmM,594,377,580,650,735,728
ygdD,187,114,156,229,278,242
gcvA,276,264,275,142,197,196
gcvB,5402,8954,4846,87584,95116,95770
ygdI,293,1042,233,381,494,546
csdA,624,420,564,959,1231,1231
csdE,271,218,260,274,344,344
tcdA,348,218,297,269,309,308
mltA,1709,666,1413,1002,1148,1077
metZ,75,18,52,15,26,33
metW,101,24,60,18,21,18
metV,62,31,61,7,15,28
amiC,813,224,622,1081,1330,1371
argA,963,860,1317,654,887,810
recD,1616,1281,1578,889,1084,937
recB,5316,2987,5060,3797,4868,4510
ptrA,4551,2257,4144,2824,3293,3228
recC,3540,2703,3614,2071,2869,2580
ppdC,154,111,146,105,222,158
ygdB,49,39,50,44,61,49
ppdB,86,42,70,61,73,64
ppdA,77,37,71,83,118,93
thyA,3121,2467,3188,3246,3982,3797
lgt,3487,2256,3136,2720,3221,3146
ptsP,9749,8461,10715,5681,7137,7042
rppH,1834,1740,1880,1316,1546,1520
ygdT,18,18,7,6,12,4
mutH,252,224,216,100,116,125
ygdQ,582,362,449,439,632,573
ygdR,128,418,139,190,217,219
tas,6493,4929,6358,996,1210,1184
lplT,1031,656,792,377,534,468
aas,1715,1038,1481,1050,1152,1129
omrA,17,14,15,135,146,148
omrB,16,28,28,175,219,246
galR,1299,1965,1453,1616,1980,1956
lysA,947,2709,1397,277,390,345
lysR,124,104,134,74,99,107
ygeA,789,452,834,186,242,228
araE,330,308,305,160,230,154
kduD,34,56,57,29,34,47
kduI,80,117,73,45,86,76
yqeF,205,1234,521,272,339,291
yqeG,99,105,85,925,1076,1214
yqeH,3,12,3,6,9,9
yqeI,242,46,148,58,68,47
yqeJ,51,4,23,7,5,6
yqeL,25,3,20,6,5,1
yqeK,9,4,5,1,2,2
ygeG,5,4,3,3,4,2
ygeH,8,12,8,4,4,4
ygeI,6,8,5,0,2,3
insD-4,146,149,110,50,81,67
insC-4,143,130,112,65,83,71
ygeQ,92,70,61,64,87,92
glyU,66,12,56,12,24,23
ygeR,1032,951,997,585,730,732
xdhA,101,129,139,2151,3036,2439
xdhB,51,53,80,1025,1063,963
xdhC,36,28,38,282,297,229
ygeV,183,995,351,1106,1511,1316
ygeW,37,49,54,6432,8636,7177
ygeX,53,54,54,2429,2995,2338
ygeY,29,36,59,3179,3053,2755
hyuA,99,79,98,1364,1289,1071
yqeA,105,116,105,417,325,338
yqeB,107,153,108,1344,1818,1498
yqeC,20,216,31,622,912,724
mocA,57,161,51,237,300,299
ygfK,111,106,132,7289,9691,7868
ssnA,56,61,72,4463,4899,4228
ygfM,42,41,53,1398,1412,1219
xdhD,185,206,196,3979,3660,3245
xanQ,213,247,189,431,419,388
guaD,83,120,82,263,221,204
ghxQ,41,60,51,115,107,113
ygfS,42,67,32,71,71,60
ygfT,106,67,83,358,468,338
uacT,10,9,12,229,407,310
yqfG,2,9,2,33,35,66
yqfH,3,0,1,2,1,4
idi,295,290,247,286,281,299
lysS,5567,4029,6291,7436,8453,7928
prfB,6824,3839,6954,8578,9850,9445
recJ,3511,2016,3083,5279,6169,5863
dsbC,2563,2051,2617,3445,3654,3795
xerD,498,394,458,517,613,595
fldB,1599,1475,1360,1133,1411,1284
ygfX,873,719,802,991,1117,1102
sdhE,475,506,404,581,720,687
ygfZ,3295,3553,3746,2635,3133,3128
yqfA,1429,4424,2395,1004,1290,1206
yqfB,242,183,204,182,201,213
bglA,2924,2500,3534,2516,3299,2944
ygfF,187,276,194,161,225,205
gcvP,2651,16069,5456,4580,5832,5486
gcvH,434,2191,863,796,937,877
gcvT,1262,5098,2670,1621,2225,1937
yqfI,5,8,5,0,4,13
ubiI,1109,1095,960,1051,1313,1278
ubiH,2510,2826,2328,2137,2611,2376
pepP,3139,4109,3256,3184,3942,3662
ygfB,1607,1632,1575,1754,2252,1999
zapA,7804,10573,7790,4438,5133,5136
ssrS,3863,8431,5478,4766,5369,5837
fau,655,668,679,370,473,448
sibC,95,140,82,39,52,44
ibsC,0,0,0,0,0,0
serA,22767,14015,25463,696,1062,1012
rpiA,2804,2499,2593,1074,1159,1156
argP,1557,1093,1454,328,465,440
scpA,67,87,76,123,113,126
argK,39,32,45,43,61,35
scpB,24,28,34,37,45,40
scpC,68,67,63,65,84,80
ygfI,197,273,178,256,302,299
yggE,1182,1399,1149,981,1138,1033
argO,205,172,157,196,226,223
mscS,7417,8061,4898,2205,2517,2609
fbaA,16095,21685,23735,9167,10145,9725
pgk,25900,25553,35497,16623,19171,18530
epd,12417,11502,14325,4778,5444,5172
yggC,342,268,287,163,228,207
fumE,373,343,367,215,272,252
yggF,13,10,18,12,11,12
yggP,17,21,26,12,17,15
cmtA,24,18,29,11,13,10
cmtB,2,4,4,1,1,2
tktA,9035,6101,13001,10649,12579,12037
loiP,249,566,260,302,354,291
speB,1203,1029,1399,1653,1888,1842
speA,8932,6483,11948,9493,11929,11718
yqgB,372,224,583,577,625,704
yqgC,855,284,907,765,956,974
yqgD,81,139,118,152,145,194
metK,576,1884,1071,2070,1996,2135
galP,782,2876,787,6743,9518,7201
yggI,110,36,105,69,95,85
endA,65,44,66,238,294,248
rsmE,1116,945,1277,914,1113,1080
gshB,2524,2869,3007,1804,2218,2158
yqgE,5960,3262,5481,1592,1899,1971
yqgF,2540,1149,2356,656,817,810
yggR,610,323,612,161,210,233
yggS,890,465,911,725,853,853
yggT,449,236,467,493,479,557
yggU,393,219,442,530,619,653
rdgB,1269,681,1333,1783,2053,2056
yggW,437,213,448,568,700,703
yggM,157,110,142,101,110,130
ansB,629,604,560,6440,8100,7093
yggN,1102,937,959,1113,1233,1174
yggL,396,440,353,244,279,263
trmI,487,283,374,285,348,335
mutY,2114,810,1968,1458,1721,1704
yggX,556,229,528,313,330,280
mltC,1346,494,1496,744,877,816
nupG,243,395,255,305,479,362
speC,845,308,1041,513,538,543
yqgA,104,141,87,179,215,179
pheV,29,27,24,6,5,5
yghD,59,19,36,28,39,36
yghG,8,2,3,5,7,7
pppA,77,30,46,27,29,37
yghJ,433,411,416,345,425,403
glcA,258,228,444,25,29,26
glcB,558,1088,2279,354,508,418
glcG,137,231,525,114,153,104
glcF,203,429,849,159,252,183
glcE,110,207,506,46,104,63
glcD,143,564,1023,122,156,112
glcC,205,3008,711,72,132,145
yghO,112,313,126,46,52,68
insH-9,600,819,752,407,537,529
yghQ,91,90,116,41,48,43
yghR,14,7,18,12,11,12
yghS,42,19,36,13,21,24
yghT,7,7,7,3,5,10
pitB,71,35,73,42,94,88
gss,2142,3057,2455,803,988,926
yghU,1658,1484,1472,249,311,289
hybG,322,311,299,376,542,443
hybF,131,142,113,651,868,783
hybE,317,358,293,1934,2579,2260
hybD,477,739,524,2998,3640,3171
hybC,515,955,529,9310,12209,10261
hybB,85,361,96,8188,11049,9024
hybA,44,575,72,9262,11968,10433
hybO,53,1020,100,7849,10030,9256
yghW,29,24,9,63,76,92
yqhI,52,72,39,3,3,2
gpr,141,760,389,411,590,532
yqhA,400,434,495,222,342,338
yghA,326,753,277,39,44,47
exbD,14460,8194,14497,578,837,760
exbB,28059,15434,25357,1068,1646,1516
metC,1041,1397,1253,308,350,389
yghB,1408,2185,1469,1075,1106,1139
yqhC,122,157,148,124,158,144
yqhD,438,922,571,1080,1342,1310
dkgA,1565,1935,933,369,470,457
yqhG,66,84,46,29,33,50
yqhH,36,20,33,31,38,24
ygiQ,1946,817,1841,2820,3493,3420
ftsP,1512,855,1585,1493,1735,1704
plsC,1674,1042,1533,1705,2010,2090
parC,4180,1999,4306,3908,4829,4712
ygiS,571,584,518,252,312,312
mqsA,362,499,528,80,91,89
mqsR,384,597,510,54,87,79
ygiV,58,90,73,85,81,96
ygiW,733,1338,930,1374,1615,1668
qseB,102,69,116,66,82,91
qseC,252,227,257,187,210,221
ygiZ,4,6,4,0,2,4
mdaB,601,382,622,281,274,313
ygiN,1971,3360,2044,952,1108,1143
parE,3215,1848,2934,3398,4065,4045
yqiA,680,526,686,580,665,694
cpdA,1706,2185,1924,1229,1530,1441
yqiB,1918,2269,2203,1181,1389,1399
nudF,1407,949,1187,622,736,765
tolC,12144,9928,12386,16884,20012,20459
ygiA,167,111,156,314,333,306
ygiB,5138,3938,4595,7406,8677,8584
ygiC,2131,1273,1998,3427,4141,3809
ygiD,505,370,467,285,360,376
zupT,1192,1092,1271,293,365,347
yqiD,90,94,101,35,35,36
ribB,4415,2737,4949,4758,4805,4512
ubiK,836,692,646,303,301,312
ygiL,20,17,26,20,42,32
insC-5,125,118,118,60,64,76
insD-5,180,147,134,76,66,62
yqiH,12,9,17,7,7,10
yqiI,37,26,27,12,18,18
glgS,175,600,110,185,273,243
yqiJ,171,120,161,87,83,111
yqiK,248,183,211,159,246,220
sibD,551,894,512,190,250,228
ibsD,0,0,0,0,0,0
sibE,510,400,377,96,131,105
ibsE,0,0,0,0,0,0
rfaE,1292,811,1179,766,928,833
glnE,3792,3644,3923,1760,2265,2236
ygiF,931,751,939,540,621,589
ygiM,511,262,414,846,855,868
cca,2540,2130,2419,1823,2215,2239
bacA,278,223,225,295,329,327
folB,97,92,109,177,204,207
plsY,411,327,350,322,343,399
ttdR,36,56,28,39,30,47
ttdA,29,22,13,18,24,12
ttdB,26,20,16,16,20,13
ttdT,247,73,198,163,198,221
tsaD,815,244,638,611,666,649
rpsU,10655,3287,8400,14326,14516,14799
dnaG,4257,2769,3521,7332,8121,8559
rpoD,11436,12059,10939,18247,21119,20952
mug,606,373,464,226,270,277
ileX,88,38,92,1,6,5
nfeF,1290,347,1228,37,78,64
nfeR,299,229,298,143,172,173
aer,131,71,116,41,57,56
patA,8454,2382,3638,105,124,134
ygjH,212,91,129,14,22,20
ebgR,1498,594,1391,1332,1600,1501
ebgA,183,109,158,447,570,536
